escopo,pearson_valor_agropecuaria,n_valor_agropecuaria,pearson_pib_per_capita,n_pib_per_capita,pearson_valor_industria,n_valor_industria,pearson_valor_administracao_publica,n_valor_administracao_publica
Geral (média por ano),0.8563587516720096,12,0.9627623323503998,12,0.7915826526623222,12,0.9936260616199425,12
