ano,id_municipio,id_municipio_nome,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia
2014,5001102,Aquidauana,Pantanal,13245.1058,2753.0,10037.4,0.0,454.7
2002,5001102,Aquidauana,Pantanal,13245.1058,1498.7,11291.7,0.0,454.7
2005,5001102,Aquidauana,Pantanal,13245.1058,1945.9,10844.5,0.0,454.7
2022,5001102,Aquidauana,Pantanal,13245.1058,3496.2,9294.2,0.0,454.7
2006,5001102,Aquidauana,Pantanal,13245.1058,2094.5,10695.9,0.0,454.7
2007,5001102,Aquidauana,Pantanal,13245.1058,2185.1,10605.3,0.0,454.7
2008,5001102,Aquidauana,Pantanal,13245.1058,2275.7,10514.7,0.0,454.7
2004,5001102,Aquidauana,Pantanal,13245.1058,1797.3,10993.1,0.0,454.7
2017,5001102,Aquidauana,Pantanal,13245.1058,2999.0,9791.4,0.0,454.7
2003,5001102,Aquidauana,Pantanal,13245.1058,1648.0,11142.4,0.0,454.7
2021,5001102,Aquidauana,Pantanal,13245.1058,3352.5,9437.9,0.0,454.7
2013,5001102,Aquidauana,Pantanal,13245.1058,2664.4,10126.0,0.0,454.7
2020,5001102,Aquidauana,Pantanal,13245.1058,3227.1,9563.3,0.0,454.7
2009,5001102,Aquidauana,Pantanal,13245.1058,2375.4,10415.0,0.0,454.7
2010,5001102,Aquidauana,Pantanal,13245.1058,2475.1,10315.3,0.0,454.7
2016,5001102,Aquidauana,Pantanal,13245.1058,2905.2,9885.2,0.0,454.7
2019,5001102,Aquidauana,Pantanal,13245.1058,3110.3,9680.1,0.0,454.7
2000,5001102,Aquidauana,Pantanal,13245.1058,1200.1,11590.3,0.0,454.7
2023,5001102,Aquidauana,Pantanal,13245.1058,3550.3,9240.1,0.0,454.7
2015,5001102,Aquidauana,Pantanal,13245.1058,2829.1,9961.3,0.0,454.7
2012,5001102,Aquidauana,Pantanal,13245.1058,2602.9,10187.5,0.0,454.7
2011,5001102,Aquidauana,Pantanal,13245.1058,2541.4,10249.0,0.0,454.7
2018,5001102,Aquidauana,Pantanal,13245.1058,3050.1,9740.3,0.0,454.7
2015,5104609,Itiquira,Pantanal,1726.7635,286.8,1413.5,0.0,26.5
2010,5104609,Itiquira,Pantanal,1726.7635,228.1,1472.2,0.0,26.5
2014,5104609,Itiquira,Pantanal,1726.7635,269.3,1431.0,0.0,26.5
2019,5104609,Itiquira,Pantanal,1726.7635,354.1,1346.2,0.0,26.5
2001,5104609,Itiquira,Pantanal,1726.7635,155.7,1544.6,0.0,26.5
2013,5104609,Itiquira,Pantanal,1726.7635,262.3,1438.0,0.0,26.5
2000,5104609,Itiquira,Pantanal,1726.7635,138.7,1561.6,0.0,26.5
2022,5104609,Itiquira,Pantanal,1726.7635,360.5,1339.8,0.0,26.5
2023,5104609,Itiquira,Pantanal,1726.7635,388.9,1311.4,0.0,26.5
2005,5104609,Itiquira,Pantanal,1726.7635,211.1,1489.2,0.0,26.5
2002,5104609,Itiquira,Pantanal,1726.7635,172.7,1527.6,0.0,26.5
2017,5104609,Itiquira,Pantanal,1726.7635,331.8,1368.5,0.0,26.5
2007,5104609,Itiquira,Pantanal,1726.7635,216.8,1483.5,0.0,26.5
2009,5104609,Itiquira,Pantanal,1726.7635,223.1,1477.2,0.0,26.5
2003,5104609,Itiquira,Pantanal,1726.7635,189.7,1510.6,0.0,26.5
2021,5104609,Itiquira,Pantanal,1726.7635,360.2,1340.1,0.0,26.5
2008,5104609,Itiquira,Pantanal,1726.7635,218.1,1482.2,0.0,26.5
2016,5104609,Itiquira,Pantanal,1726.7635,304.3,1396.0,0.0,26.5
2012,5104609,Itiquira,Pantanal,1726.7635,247.3,1453.0,0.0,26.5
2006,5104609,Itiquira,Pantanal,1726.7635,215.5,1484.8,0.0,26.5
2004,5104609,Itiquira,Pantanal,1726.7635,206.7,1493.6,0.0,26.5
2018,5104609,Itiquira,Pantanal,1726.7635,345.5,1354.8,0.0,26.5
2011,5104609,Itiquira,Pantanal,1726.7635,232.3,1468.0,0.0,26.5
2020,5104609,Itiquira,Pantanal,1726.7635,357.1,1343.2,0.0,26.5
