Ano,Código da Grande Região,Nome da Grande Região,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Nome do Município,Região Metropolitana,Código da Mesorregião,Nome da Mesorregião,Código da Microrregião,Nome da Microrregião,Código da Região Geográfica Imediata,Nome da Região Geográfica Imediata,Município da Região Geográfica Imediata,Código da Região Geográfica Intermediária,Nome da Região Geográfica Intermediária,Município da Região Geográfica Intermediária,Código Concentração Urbana,Nome Concentração Urbana,Tipo Concentração Urbana,Código Arranjo Populacional,Nome Arranjo Populacional,Hierarquia Urbana,Hierarquia Urbana (principais categorias),Código da Região Rural,Nome da Região Rural,Região rural (segundo classificação do núcleo),Amazônia Legal,Semiárido,Cidade-Região de São Paulo,"Valor adicionado bruto da Agropecuária,  a preços correntes (R$ 1.000)","Valor adicionado bruto da Indústria, a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços, a preços correntes  - exceto Administração, defesa, educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social,  a preços correntes (R$ 1.000)","Valor adicionado bruto total,  a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos,  a preços correntes (R$ 1.000)","Produto Interno Bruto,  a preços correntes (R$ 1.000)","Produto Interno Bruto per capita,  a preços correntes (R$ 1,00)",Atividade com maior valor adicionado bruto,Atividade com segundo maior valor adicionado bruto,Atividade com terceiro maior valor adicionado bruto
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 226.683 , 95.916 , 449.634 , 317.329 , 1.089.562 , 115.415 , 1.204.977 ," 25.007,82 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2010,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 233.915 , 118.433 , 109.722 , 42.737 , 504.807 , 44.302 , 549.109 ," 47.777,66 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Demais serviços
2011,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 302.182 , 182.456 , 213.446 , 50.426 , 748.510 , 58.593 , 807.103 ," 69.261,37 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Comércio e reparação de veículos automotores e motocicletas,Demais serviços
2012,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 412.453 , 157.383 , 335.722 , 57.950 , 963.509 , 95.284 , 1.058.793 ," 89.561,24 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Comércio e reparação de veículos automotores e motocicletas,Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 437.808 , 140.524 , 263.594 , 55.060 , 896.987 , 93.960 , 990.947 ," 81.835,59 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Comércio e reparação de veículos automotores e motocicletas,Demais serviços
2014,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 387.289 , 150.988 , 260.043 , 66.690 , 865.010 , 70.741 , 935.751 ," 76.120,67 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Comércio e reparação de veículos automotores e motocicletas,Demais serviços
2015,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 364.647 , 160.510 , 237.098 , 80.378 , 842.633 , 74.794 , 917.427 ," 73.558,90 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2016,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 491.284 , 228.918 , 255.494 , 93.960 , 1.069.657 , 80.587 , 1.150.244 ," 91.144,55 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Comércio e reparação de veículos automotores e motocicletas
2017,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 357.887 , 328.085 , 229.817 , 97.271 , 1.013.060 , 80.789 , 1.093.849 ," 85.530,49 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Comércio e reparação de veículos automotores e motocicletas
2018,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 434.876 , 333.124 , 223.852 , 101.151 , 1.093.003 , 79.092 , 1.172.095 ," 89.044,65 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Demais serviços
2019,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 570.821 , 348.782 , 198.115 , 100.306 , 1.218.024 , 74.875 , 1.292.899 ," 96.882,65 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Demais serviços
2020,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 726.803 , 385.275 , 198.916 , 111.888 , 1.422.882 , 80.412 , 1.503.295 ," 110.927,88 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Demais serviços
2021,5,Centro-oeste,51,MT,Mato Grosso,5104609,Itiquira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 1.265.968 , 404.168 , 258.708 , 120.697 , 2.049.540 , 95.263 , 2.144.803 ," 156.247,05 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",Demais serviços
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 4.471 , 12.944 , 50.398 , 61.904 , 129.716 , 9.162 , 138.878 ," 7.066,50 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 4.303 , 14.314 , 61.676 , 70.268 , 150.562 , 7.752 , 158.314 ," 7.936,32 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 4.562 , 20.161 , 66.482 , 78.749 , 169.953 , 9.204 , 179.157 ," 8.839,82 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 4.871 , 19.840 , 91.257 , 91.475 , 207.443 , 9.796 , 217.239 ," 10.292,75 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Indústrias de transformação
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 5.450 , 21.556 , 180.149 , 94.668 , 301.824 , 14.632 , 316.456 ," 14.727,09 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Construção
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 5.725 , 25.890 , 132.578 , 105.486 , 269.679 , 11.498 , 281.178 ," 12.862,65 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Construção
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 6.052 , 21.360 , 119.848 , 118.362 , 265.622 , 11.456 , 277.079 ," 12.465,31 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Construção
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 6.640 , 19.343 , 122.589 , 131.215 , 279.787 , 15.092 , 294.878 ," 13.053,49 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 6.516 , 21.620 , 123.942 , 144.373 , 296.450 , 27.762 , 324.213 ," 14.115,84 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 6.381 , 25.198 , 147.814 , 153.138 , 332.531 , 30.760 , 363.292 ," 15.571,19 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 8.996 , 17.293 , 112.649 , 160.918 , 299.856 , 27.210 , 327.066 ," 13.806,67 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5005202,Ladário,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,do Entorno,5003,Corumbá,do Entorno,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 10.073 , 28.499 , 151.357 , 161.644 , 351.572 , 32.187 , 383.759 ," 15.963,35 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
