Ano,Código da Grande Região,Nome da Grande Região,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Nome do Município,Região Metropolitana,Código da Mesorregião,Nome da Mesorregião,Código da Microrregião,Nome da Microrregião,Código da Região Geográfica Imediata,Nome da Região Geográfica Imediata,Município da Região Geográfica Imediata,Código da Região Geográfica Intermediária,Nome da Região Geográfica Intermediária,Município da Região Geográfica Intermediária,Código Concentração Urbana,Nome Concentração Urbana,Tipo Concentração Urbana,Código Arranjo Populacional,Nome Arranjo Populacional,Hierarquia Urbana,Hierarquia Urbana (principais categorias),Código da Região Rural,Nome da Região Rural,Região rural (segundo classificação do núcleo),Amazônia Legal,Semiárido,Cidade-Região de São Paulo,"Valor adicionado bruto da Agropecuária,  a preços correntes (R$ 1.000)","Valor adicionado bruto da Indústria, a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços, a preços correntes  - exceto Administração, defesa, educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social,  a preços correntes (R$ 1.000)","Valor adicionado bruto total,  a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos,  a preços correntes (R$ 1.000)","Produto Interno Bruto,  a preços correntes (R$ 1.000)","Produto Interno Bruto per capita,  a preços correntes (R$ 1,00)",Atividade com maior valor adicionado bruto,Atividade com segundo maior valor adicionado bruto,Atividade com terceiro maior valor adicionado bruto
2012,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 43.950 , 6.911 , 30.295 , 40.394 , 121.549 , 15.707 , 137.257 ," 12.268,19 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 43.043 , 7.631 , 31.666 , 46.500 , 128.840 , 15.738 , 144.578 ," 12.775,29 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2014,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 49.219 , 7.569 , 36.150 , 52.415 , 145.353 , 12.036 , 157.389 ," 13.815,72 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2015,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 53.209 , 9.710 , 41.983 , 58.382 , 163.284 , 11.656 , 174.940 ," 15.259,91 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2016,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 63.640 , 12.968 , 40.678 , 67.633 , 184.919 , 13.169 , 198.088 ," 17.172,76 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2017,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 46.405 , 16.572 , 44.031 , 67.972 , 174.980 , 15.929 , 190.909 ," 16.453,38 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2018,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 44.957 , 39.966 , 48.961 , 73.549 , 207.433 , 15.567 , 223.000 ," 18.684,53 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2019,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 45.516 , 35.008 , 47.739 , 75.280 , 203.544 , 15.155 , 218.698 ," 18.199,08 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2020,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 69.025 , 25.060 , 47.402 , 79.221 , 220.708 , 18.359 , 239.067 ," 19.762,48 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2021,5,Centro-oeste,51,MT,Mato Grosso,5106828,Porto Esperidião,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 110.153 , 44.633 , 50.791 , 83.134 , 288.711 , 19.912 , 308.624 ," 25.346,89 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2010,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 77.028 , 20.329 , 23.715 , 17.532 , 138.604 , 16.163 , 154.767 ," 28.460,19 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2011,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 74.068 , 7.237 , 23.834 , 19.465 , 124.604 , 17.773 , 142.377 ," 25.924,40 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2012,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 78.366 , 13.272 , 21.748 , 21.419 , 134.804 , 17.514 , 152.318 ," 27.444,76 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 101.890 , 5.206 , 24.074 , 24.195 , 155.365 , 13.129 , 168.494 ," 29.837,80 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2014,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 98.723 , 18.286 , 28.025 , 27.210 , 172.244 , 9.685 , 181.929 ," 31.872,72 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2015,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 100.826 , 29.226 , 29.046 , 30.315 , 189.413 , 7.417 , 196.830 ," 34.130,43 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2016,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 63.745 , 41.036 , 28.701 , 35.026 , 168.508 , 7.189 , 175.697 ," 30.131,54 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Indústrias de transformação,"Administração, defesa, educação e saúde públicas e seguridade social"
2017,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 73.276 , 48.536 , 30.728 , 36.752 , 189.293 , 30.139 , 219.432 ," 37.274,01 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Indústrias de transformação,"Administração, defesa, educação e saúde públicas e seguridade social"
2018,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 77.696 , 15.854 , 24.022 , 39.060 , 156.631 , 33.237 , 189.868 ," 31.336,59 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2019,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 117.848 , 38.027 , 26.096 , 39.896 , 221.867 , 34.188 , 256.054 ," 41.832,12 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2020,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 102.188 , 42.544 , 24.882 , 41.610 , 211.225 , 13.969 , 225.193 ," 36.403,71 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2021,5,Centro-oeste,51,MT,Mato Grosso,5105234,Lambari D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 121.377 , 42.855 , 26.347 , 43.765 , 234.345 , 10.634 , 244.980 ," 39.221,83 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2010,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 11.300 , 3.937 , 9.160 , 14.916 , 39.312 , 2.710 , 42.022 ," 8.579,39 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Agricultura, inclusive apoio à agricultura e a pós colheita"
2011,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 13.303 , 4.253 , 11.033 , 16.336 , 44.925 , 2.965 , 47.890 ," 9.787,54 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Agricultura, inclusive apoio à agricultura e a pós colheita"
2012,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 21.173 , 3.819 , 9.994 , 18.212 , 53.198 , 2.924 , 56.122 ," 11.411,59 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 25.205 , 4.951 , 12.207 , 20.858 , 63.220 , 3.855 , 67.076 ," 13.520,60 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2014,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 25.843 , 9.948 , 14.564 , 23.245 , 73.600 , 3.430 , 77.030 ," 15.455,41 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2015,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 51.647 , 12.125 , 17.764 , 25.866 , 107.402 , 4.086 , 111.488 ," 22.270,83 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2016,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 50.204 , 11.998 , 15.139 , 29.662 , 107.004 , 3.796 , 110.800 ," 22.036,68 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2017,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 43.494 , 10.547 , 16.304 , 29.856 , 100.201 , 4.723 , 104.924 ," 20.781,18 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2018,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 40.741 , 10.806 , 17.030 , 32.080 , 100.658 , 4.411 , 105.069 ," 20.236,66 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2019,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 51.334 , 12.682 , 19.559 , 32.263 , 115.839 , 5.658 , 121.497 ," 23.279,82 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2020,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 44.114 , 9.975 , 20.354 , 33.814 , 108.256 , 7.077 , 115.333 ," 22.005,89 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2021,5,Centro-oeste,51,MT,Mato Grosso,5103437,Curvelândia,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 52.758 , 8.338 , 20.249 , 34.228 , 115.574 , 8.271 , 123.845 ," 23.513,30 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2010,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 35.912 , 10.088 , 33.081 , 33.969 , 113.050 , 11.849 , 124.899 ," 10.923,50 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Agricultura, inclusive apoio à agricultura e a pós colheita"
2011,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 73.076 , 24.444 , 39.316 , 37.593 , 174.430 , 12.800 , 187.230 ," 16.449,66 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2012,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 96.276 , 36.958 , 40.112 , 38.990 , 212.337 , 13.767 , 226.104 ," 19.947,45 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 100.648 , 37.626 , 43.904 , 45.933 , 228.111 , 15.151 , 243.262 ," 21.619,45 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2014,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 88.518 , 35.320 , 47.763 , 50.575 , 222.176 , 14.463 , 236.639 ," 21.168,19 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2015,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 82.315 , 37.510 , 52.536 , 55.960 , 228.321 , 13.184 , 241.505 ," 21.743,51 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2016,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 96.812 , 70.209 , 57.907 , 62.453 , 287.382 , 17.085 , 304.467 ," 27.581,05 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2017,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 70.346 , 69.804 , 65.376 , 64.987 , 270.513 , 21.600 , 292.113 ," 26.625,96 ","Administração, defesa, educação e saúde públicas e seguridade social","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Agricultura, inclusive apoio à agricultura e a pós colheita"
2018,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 89.705 , 83.055 , 67.736 , 72.655 , 313.151 , 23.074 , 336.225 ," 29.820,36 ","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social"
2019,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 88.421 , 62.758 , 68.919 , 74.263 , 294.361 , 23.022 , 317.383 ," 28.284,73 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2020,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 159.141 , 72.410 , 75.241 , 82.160 , 388.953 , 28.383 , 417.336 ," 37.342,16 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2021,5,Centro-oeste,51,MT,Mato Grosso,5105200,Juscimeira,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510018,Jaciara,do Entorno,5105,Rondonópolis,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 250.163 , 89.159 , 76.358 , 83.781 , 499.461 , 29.202 , 528.664 ," 47.524,61 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 22.575 , 42.803 , 29.309 , 29.246 , 123.932 , 16.164 , 140.096 ," 17.542,69 ","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação,Demais serviços
